library,scenario_id,conns,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
apex_rudp,apex_rudp_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9881,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9928,1.0000,0.9925,13.76,18.08,49900,59200,59200,50200,61600,66000,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
apex_rudp,apex_rudp_r1_u20_128_256_broadcast_0_adaptive,256,3,3,1,0.9790,0.9898,1.0000,0.9825,1.0000,1.0000,1.0000,0.9891,0.9916,0.9890,60.25,136.83,107000,263400,305700,57800,147300,173000,game_server_c256_r1;game_server_c256_r2;game_server_c256_r3,
apex_rudp,apex_rudp_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9815,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9915,1.0000,0.9911,14.28,17.32,50100,63000,151300,50200,61800,66400,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
apex_rudp,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9809,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9903,1.0000,0.9898,18.31,26.49,52300,65200,151100,50300,62100,66900,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
apex_rudp,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9801,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9878,0.9355,0.9900,24.47,41.84,55200,68100,76100,50800,62600,67800,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
apex_rudp,apex_rudp_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,20.42,21.97,50800,63900,150400,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
apex_rudp,apex_rudp_r50_u0_64_1500_echo_0_adaptive,1500,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,23.66,25.94,51000,64400,150700,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
apex_rudp,apex_rudp_r50_u0_64_1_echo_0_adaptive,1,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,13.72,17.76,50400,63900,150500,0,0,0,reliable_echo_c1_r1;reliable_echo_c1_r2;reliable_echo_c1_r3,
apex_rudp,apex_rudp_r50_u0_64_2000_echo_0_adaptive,2000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,27.01,30.86,51400,64200,151400,0,0,0,reliable_echo_c2000_r1;reliable_echo_c2000_r2;reliable_echo_c2000_r3,
apex_rudp,apex_rudp_r50_u0_64_200_echo_0_adaptive,200,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,15.25,21.22,50300,63600,150100,0,0,0,reliable_echo_c200_r1;reliable_echo_c200_r2;reliable_echo_c200_r3,
apex_rudp,apex_rudp_r50_u0_64_3000_echo_0_adaptive,3000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,34.23,38.39,51400,64500,151300,0,0,0,reliable_echo_c3000_r1;reliable_echo_c3000_r2;reliable_echo_c3000_r3,
apex_rudp,apex_rudp_r50_u0_64_50_echo_0_adaptive,50,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.30,16.93,50200,63100,149600,0,0,0,reliable_echo_c50_r1;reliable_echo_c50_r2;reliable_echo_c50_r3,
apex_rudp,apex_rudp_r50_u0_64_600_echo_0_adaptive,600,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,17.79,19.44,50500,63200,150200,0,0,0,reliable_echo_c600_r1;reliable_echo_c600_r2;reliable_echo_c600_r3,
apex_rudp,apex_rudp_r50_u50_64_1000_echo_0_adaptive,1000,3,3,1,0.9899,0.9951,1.0000,0.9901,1.0000,1.0000,1.0000,0.9949,1.0000,0.9898,27.79,31.22,50800,63800,149900,50400,62200,67000,echo_c1000_r1;echo_c1000_r2;echo_c1000_r3,
apex_rudp,apex_rudp_r50_u50_64_1500_echo_0_adaptive,1500,3,3,1,0.9903,0.9953,1.0000,0.9906,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,35.91,40.75,51000,64200,151300,50500,62100,67000,echo_c1500_r1;echo_c1500_r2;echo_c1500_r3,
apex_rudp,apex_rudp_r50_u50_64_1_echo_0_adaptive,1,3,3,1,0.9910,0.9950,1.0000,0.9900,1.0000,1.0000,1.0000,0.9940,1.0000,0.9879,13.87,18.81,50600,63000,147100,49900,61800,67200,echo_c1_r1;echo_c1_r2;echo_c1_r3,
apex_rudp,apex_rudp_r50_u50_64_2000_echo_0_adaptive,2000,3,3,1,0.9898,0.9951,1.0000,0.9901,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,41.87,49.57,51200,64100,151100,50700,62200,67000,echo_c2000_r1;echo_c2000_r2;echo_c2000_r3,
apex_rudp,apex_rudp_r50_u50_64_200_echo_0_adaptive,200,3,3,1,0.9897,0.9947,1.0000,0.9894,1.0000,1.0000,1.0000,0.9948,1.0000,0.9895,17.18,18.71,50400,63500,149900,50300,61900,66800,echo_c200_r1;echo_c200_r2;echo_c200_r3,
apex_rudp,apex_rudp_r50_u50_64_3000_echo_0_adaptive,3000,3,3,1,0.9899,0.9949,1.0000,0.9897,1.0000,1.0000,1.0000,0.9951,1.0000,0.9902,57.44,66.69,51200,64300,151800,50700,62300,67100,echo_c3000_r1;echo_c3000_r2;echo_c3000_r3,
apex_rudp,apex_rudp_r50_u50_64_50_echo_0_adaptive,50,3,3,1,0.9904,0.9950,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,15.19,17.44,50400,63300,151200,50200,61900,66500,echo_c50_r1;echo_c50_r2;echo_c50_r3,
apex_rudp,apex_rudp_r50_u50_64_600_echo_0_adaptive,600,3,3,1,0.9905,0.9958,1.0000,0.9916,1.0000,1.0000,1.0000,0.9952,1.0000,0.9903,22.53,25.04,50600,63600,150400,50300,61900,66700,echo_c600_r1;echo_c600_r2;echo_c600_r3,
coop_rudp,coop_rudp_r0_u30_1000_100_broadcast_0_adaptive,100,3,3,1,0.9790,0.9892,,0.9892,1.0000,,1.0000,0.9897,,0.9897,43.07,54.27,0,0,0,51500,63100,67800,media_relay_c100_r1;media_relay_c100_r2;media_relay_c100_r3,
coop_rudp,coop_rudp_r0_u30_1000_125_broadcast_0_adaptive,125,3,3,1,0.9794,0.9896,,0.9896,1.0000,,1.0000,0.9897,,0.9897,54.00,75.11,0,0,0,53100,64400,68900,media_relay_c125_r1;media_relay_c125_r2;media_relay_c125_r3,
coop_rudp,coop_rudp_r0_u30_1000_150_broadcast_0_adaptive,150,3,3,1,0.9799,0.9896,,0.9896,1.0000,,1.0000,0.9901,,0.9901,67.79,76.80,0,0,0,56500,68700,73300,media_relay_c150_r1;media_relay_c150_r2;media_relay_c150_r3,
coop_rudp,coop_rudp_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9817,0.9883,,0.9883,1.0000,,1.0000,0.9916,,0.9916,30.61,35.50,0,0,0,50400,61800,66600,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
coop_rudp,coop_rudp_r0_u30_1000_200_broadcast_0_adaptive,200,3,3,1,0.8416,0.9862,,0.9862,0.8740,,0.8740,0.9764,,0.9764,94.91,100.00,0,0,0,150300,196700,212200,media_relay_c200_r1;media_relay_c200_r2;media_relay_c200_r3,
coop_rudp,coop_rudp_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9808,0.9904,,0.9904,1.0000,,1.0000,0.9899,,0.9899,34.72,47.04,0,0,0,50500,62100,67200,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
coop_rudp,coop_rudp_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9783,0.9887,,0.9887,1.0000,,1.0000,0.9891,,0.9891,32.49,35.53,0,0,0,50400,61900,66600,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
coop_rudp,coop_rudp_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.9800,0.9900,,0.9900,1.0000,,1.0000,0.9899,,0.9899,36.59,39.54,0,0,0,50800,62400,67200,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
coop_rudp,coop_rudp_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9759,0.9857,1.0000,0.9850,1.0000,1.0000,1.0000,0.9898,1.0000,0.9893,36.10,41.67,52800,67700,149800,51400,62600,67300,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
coop_rudp,coop_rudp_r1_u20_128_192_broadcast_0_adaptive,192,3,3,1,0.9821,0.9917,1.0000,0.9912,1.0000,1.0000,1.0000,0.9903,1.0000,0.9899,42.07,57.05,62800,80600,162000,53500,65600,73700,game_server_c192_r1;game_server_c192_r2;game_server_c192_r3,
coop_rudp,coop_rudp_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9810,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9904,1.0000,0.9899,30.74,33.28,48800,61900,61900,49600,60600,66200,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
coop_rudp,coop_rudp_r1_u20_128_256_broadcast_0_adaptive,256,3,3,1,0.9818,0.9911,1.0000,0.9906,1.0000,1.0000,1.0000,0.9905,1.0000,0.9901,59.69,86.01,83800,116300,136800,61400,81900,101900,game_server_c256_r1;game_server_c256_r2;game_server_c256_r3,
coop_rudp,coop_rudp_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9800,0.9871,1.0000,0.9865,1.0000,1.0000,1.0000,0.9915,1.0000,0.9911,32.43,35.03,50700,62400,147300,50200,61800,66500,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
coop_rudp,coop_rudp_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9825,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9914,1.0000,0.9910,35.89,39.31,50600,65100,142000,50600,62200,67100,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
coop_rudp,coop_rudp_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9806,0.9893,1.0000,0.9888,1.0000,1.0000,1.0000,0.9905,1.0000,0.9901,34.82,39.12,51300,65000,90300,50800,62600,67500,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
coop_rudp,coop_rudp_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,38.66,42.59,50800,64000,149900,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
coop_rudp,coop_rudp_r50_u0_64_1500_echo_0_adaptive,1500,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,47.65,52.27,51000,64000,151400,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
coop_rudp,coop_rudp_r50_u0_64_1_echo_0_adaptive,1,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,29.45,33.96,50600,63300,148400,0,0,0,reliable_echo_c1_r1;reliable_echo_c1_r2;reliable_echo_c1_r3,
coop_rudp,coop_rudp_r50_u0_64_2000_echo_0_adaptive,2000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,56.05,62.45,51500,64400,151900,0,0,0,reliable_echo_c2000_r1;reliable_echo_c2000_r2;reliable_echo_c2000_r3,
coop_rudp,coop_rudp_r50_u0_64_200_echo_0_adaptive,200,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,36.24,40.15,50500,63500,149500,0,0,0,reliable_echo_c200_r1;reliable_echo_c200_r2;reliable_echo_c200_r3,
coop_rudp,coop_rudp_r50_u0_64_3000_echo_0_adaptive,3000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,71.96,78.76,51600,64500,150700,0,0,0,reliable_echo_c3000_r1;reliable_echo_c3000_r2;reliable_echo_c3000_r3,
coop_rudp,coop_rudp_r50_u0_64_50_echo_0_adaptive,50,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,34.08,37.30,50400,63600,149300,0,0,0,reliable_echo_c50_r1;reliable_echo_c50_r2;reliable_echo_c50_r3,
coop_rudp,coop_rudp_r50_u0_64_600_echo_0_adaptive,600,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,25.99,29.81,50600,63900,150000,0,0,0,reliable_echo_c600_r1;reliable_echo_c600_r2;reliable_echo_c600_r3,
coop_rudp,coop_rudp_r50_u50_64_1000_echo_0_adaptive,1000,3,3,1,0.9899,0.9948,1.0000,0.9895,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,39.96,45.31,50900,64000,145000,50800,62400,67000,echo_c1000_r1;echo_c1000_r2;echo_c1000_r3,
coop_rudp,coop_rudp_r50_u50_64_1500_echo_0_adaptive,1500,3,3,1,0.9893,0.9945,1.0000,0.9890,1.0000,1.0000,1.0000,0.9943,1.0000,0.9885,48.73,55.06,51400,64700,149100,51200,63000,68100,echo_c1500_r1;echo_c1500_r2;echo_c1500_r3,
coop_rudp,coop_rudp_r50_u50_64_1_echo_0_adaptive,1,3,3,1,0.9890,0.9960,1.0000,0.9920,1.0000,1.0000,1.0000,0.9930,1.0000,0.9859,30.99,34.12,50200,63500,145300,50300,61900,66600,echo_c1_r1;echo_c1_r2;echo_c1_r3,
coop_rudp,coop_rudp_r50_u50_64_2000_echo_0_adaptive,2000,3,3,1,0.9894,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9945,1.0000,0.9890,58.08,64.66,51900,64900,150100,51700,63400,68100,echo_c2000_r1;echo_c2000_r2;echo_c2000_r3,
coop_rudp,coop_rudp_r50_u50_64_200_echo_0_adaptive,200,3,3,1,0.9904,0.9952,1.0000,0.9904,1.0000,1.0000,1.0000,0.9954,1.0000,0.9908,36.32,39.28,50400,63500,145600,50300,62000,66600,echo_c200_r1;echo_c200_r2;echo_c200_r3,
coop_rudp,coop_rudp_r50_u50_64_3000_echo_0_adaptive,3000,3,3,1,0.9892,0.9946,1.0000,0.9892,1.0000,1.0000,1.0000,0.9946,1.0000,0.9891,74.68,81.36,52300,65500,150900,52100,63800,68400,echo_c3000_r1;echo_c3000_r2;echo_c3000_r3,
coop_rudp,coop_rudp_r50_u50_64_50_echo_0_adaptive,50,3,3,1,0.9901,0.9949,1.0000,0.9897,1.0000,1.0000,1.0000,0.9952,1.0000,0.9905,34.19,38.10,50400,63500,147200,50300,61900,66600,echo_c50_r1;echo_c50_r2;echo_c50_r3,
coop_rudp,coop_rudp_r50_u50_64_600_echo_0_adaptive,600,3,3,1,0.9908,0.9955,1.0000,0.9910,1.0000,1.0000,1.0000,0.9953,1.0000,0.9905,26.94,30.49,50600,63700,147100,50500,62100,67000,echo_c600_r1;echo_c600_r2;echo_c600_r3,
enet,enet_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9833,0.9917,,0.9917,1.0000,,1.0000,0.9916,,0.9916,13.48,17.87,0,0,0,50300,62000,66100,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
enet,enet_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9650,0.9888,,0.9888,1.0000,,1.0000,0.9758,,0.9758,75.38,96.95,0,0,0,51600,63300,68000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
enet,enet_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9759,0.9900,,0.9900,1.0000,,1.0000,0.9880,,0.9880,14.26,18.04,0,0,0,50200,61800,66600,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
enet,enet_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.5000,0.5170,,0.5125,0.9987,,0.9987,0.9745,,0.9745,95.07,101.45,0,0,0,278800,327000,341400,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
enet,enet_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9786,0.9857,1.0000,0.9850,1.0000,1.0000,1.0000,0.9928,1.0000,0.9924,13.47,17.64,48600,58000,58000,50000,62300,66000,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
enet,enet_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9774,0.9924,1.0000,0.9920,1.0000,1.0000,1.0000,0.9884,1.0000,0.9878,14.15,19.77,52600,67600,129000,50000,61600,66200,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
enet,enet_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9634,0.9899,1.0000,0.9894,1.0000,1.0000,1.0000,0.9729,0.9906,0.9720,50.80,74.42,56800,129700,142500,50600,62200,66900,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
enet,enet_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9476,0.9886,1.0000,0.9880,1.0000,1.0000,1.0000,0.9594,0.9906,0.9578,64.08,78.14,57000,130000,147500,51200,63300,68500,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
enet,enet_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,0.9998,0.9998,0.9998,,1.0000,1.0000,,1.0000,1.0000,,96.09,99.93,94400,266600,528300,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
enet,enet_r50_u0_64_1500_echo_0_adaptive,1500,3,2,1,0.0557,0.0563,0.0561,,1.0000,1.0000,,0.9875,0.9875,,73.49,100.98,608950,1522500,3492500,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r3,
enet,enet_r50_u0_64_1_echo_0_adaptive,1,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,13.55,18.90,50600,72500,120300,0,0,0,reliable_echo_c1_r1;reliable_echo_c1_r2;reliable_echo_c1_r3,
enet,enet_r50_u0_64_200_echo_0_adaptive,200,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,42.38,45.89,51100,82900,125600,0,0,0,reliable_echo_c200_r1;reliable_echo_c200_r2;reliable_echo_c200_r3,
enet,enet_r50_u0_64_50_echo_0_adaptive,50,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,19.80,21.78,50900,83300,124900,0,0,0,reliable_echo_c50_r1;reliable_echo_c50_r2;reliable_echo_c50_r3,
enet,enet_r50_u0_64_600_echo_0_adaptive,600,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,94.14,99.89,52200,84200,126900,0,0,0,reliable_echo_c600_r1;reliable_echo_c600_r2;reliable_echo_c600_r3,
enet,enet_r50_u50_64_1000_echo_0_adaptive,1000,3,3,1,0.8776,0.8996,0.9940,0.8035,1.0000,1.0000,1.0000,0.9749,0.9997,0.9446,97.24,99.82,155500,771400,2182000,89800,154200,176900,echo_c1000_r1;echo_c1000_r2;echo_c1000_r3,
enet,enet_r50_u50_64_1_echo_0_adaptive,1,3,3,1,0.9895,0.9940,1.0000,0.9880,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,13.51,17.33,51200,84400,124400,50300,61700,66000,echo_c1_r1;echo_c1_r2;echo_c1_r3,
enet,enet_r50_u50_64_200_echo_0_adaptive,200,3,3,1,0.9893,0.9944,1.0000,0.9888,1.0000,1.0000,1.0000,0.9948,1.0000,0.9896,45.78,51.59,51100,83400,125400,50300,61900,66700,echo_c200_r1;echo_c200_r2;echo_c200_r3,
enet,enet_r50_u50_64_50_echo_0_adaptive,50,3,3,1,0.9860,0.9915,1.0000,0.9829,1.0000,1.0000,1.0000,0.9949,1.0000,0.9897,20.62,22.35,50900,82000,124100,50200,61700,66600,echo_c50_r1;echo_c50_r2;echo_c50_r3,
enet,enet_r50_u50_64_600_echo_0_adaptive,600,3,3,1,0.9886,0.9939,1.0000,0.9877,1.0000,1.0000,1.0000,0.9946,1.0000,0.9891,95.07,100.00,53100,85800,128000,52300,64400,69300,echo_c600_r1;echo_c600_r2;echo_c600_r3,
gns,gns_r0_u30_1000_1_broadcast_0_adaptive,1,3,3,1,0.9817,0.9900,,0.9900,1.0000,,1.0000,0.9916,,0.9916,12.04,16.75,0,0,0,60900,71800,76200,media_relay_c1_r1;media_relay_c1_r2;media_relay_c1_r3,
gns,gns_r0_u30_1000_50_broadcast_0_adaptive,50,3,3,1,0.9671,0.9901,,0.9901,0.9998,,0.9998,0.9768,,0.9768,113.38,134.54,0,0,0,56300,68100,73000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
gns,gns_r0_u30_1000_5_broadcast_0_adaptive,5,3,3,1,0.9757,0.9917,,0.9917,1.0000,,1.0000,0.9849,,0.9849,13.64,15.74,0,0,0,59300,71200,76100,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
gns,gns_r0_u30_1000_75_broadcast_0_adaptive,75,3,3,1,0.1294,0.5223,,0.5223,0.9902,,0.9902,0.2536,,0.2536,134.09,174.26,0,0,0,998300,6396000,6900000,media_relay_c75_r1;media_relay_c75_r2;media_relay_c75_r3,
gns,gns_r1_u20_128_128_broadcast_0_adaptive,128,3,3,1,0.9379,0.9897,1.0000,0.9891,0.9602,1.0000,0.9581,0.9871,0.9972,0.9865,174.71,181.30,749800,1354000,1423000,745200,1333000,1371000,game_server_c128_r1;game_server_c128_r2;game_server_c128_r3,
gns,gns_r1_u20_128_1_broadcast_0_adaptive,1,3,3,1,0.9833,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9905,1.0000,0.9900,11.99,16.83,61000,73100,73100,60600,72000,76000,game_server_c1_r1;game_server_c1_r2;game_server_c1_r3,
gns,gns_r1_u20_128_5_broadcast_0_adaptive,5,3,3,1,0.9821,0.9914,1.0000,0.9910,1.0000,1.0000,1.0000,0.9906,1.0000,0.9901,12.98,17.11,59200,72500,125300,59900,71700,76600,game_server_c5_r1;game_server_c5_r2;game_server_c5_r3,
gns,gns_r1_u20_128_64_broadcast_0_adaptive,64,3,3,1,0.9733,0.9895,1.0000,0.9890,1.0000,1.0000,1.0000,0.9837,0.9875,0.9835,47.22,57.80,59600,106500,157800,57200,69700,74800,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
gns,gns_r1_u20_128_96_broadcast_0_adaptive,96,3,3,1,0.9758,0.9908,1.0000,0.9904,1.0000,1.0000,1.0000,0.9856,0.9906,0.9853,89.89,128.68,63000,121800,160800,57400,70300,75900,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
gns,gns_r50_u0_64_1000_echo_0_adaptive,1000,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,127.29,139.71,75800,145600,205000,0,0,0,reliable_echo_c1000_r1;reliable_echo_c1000_r2;reliable_echo_c1000_r3,
gns,gns_r50_u0_64_1500_echo_0_adaptive,1500,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,143.75,155.64,95600,181200,245000,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
gns,gns_r50_u0_64_1_echo_0_adaptive,1,3,3,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,12.25,15.41,61900,128800,182300,0,0,0,reliable_echo_c1_r1;reliable_echo_c1_r2;reliable_echo_c1_r3,
