run_id,scenario_id,library,valid,invalid_reason,delivery_ratio,forward_delivery_ratio,forward_delivery_ratio_r,forward_delivery_ratio_u,server_echo_accept_ratio,server_echo_accept_ratio_r,server_echo_accept_ratio_u,return_delivery_ratio,return_delivery_ratio_r,return_delivery_ratio_u,rtt_r_p50_us,rtt_r_p95_us,rtt_r_p99_us,rtt_u_p50_us,rtt_u_p95_us,rtt_u_p99_us,server_cpu_pct,server_cpu_pct_peak
echo_c3000_r2,litenetlib_r50_u50_64_3000_echo_0_adaptive,litenetlib,0,client_tick,0.9792,0.9841,0.9762,0.9463,1.0000,1.0000,1.0000,0.9950,0.9998,0.9900,142700,891100,18446744057592715,120900,170300,18446744055469408,180.04,197.63
echo_c3000_r3,litenetlib_r50_u50_64_3000_echo_0_adaptive,litenetlib,0,client_tick,0.9872,0.9921,0.9820,0.9665,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,122700,344500,878300,117700,158100,184200,183.73,198.89
echo_c600_r1,apex_rudp_r50_u50_64_600_echo_0_adaptive,apex_rudp,1,ok,0.9901,0.9951,1.0000,0.9901,1.0000,1.0000,1.0000,0.9950,1.0000,0.9900,51600,65200,152400,51500,63800,69500,99.19,126.89
echo_c600_r1,litenetlib_r50_u50_64_600_echo_0_adaptive,litenetlib,1,ok,0.9899,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9949,0.9999,0.9900,64900,184300,510400,62500,76100,83700,90.29,147.06
echo_c600_r1,enet_r50_u50_64_600_echo_0_adaptive,enet,1,ok,0.9874,0.9934,1.0000,0.9868,1.0000,1.0000,1.0000,0.9940,1.0000,0.9879,55200,93800,135100,54300,67100,73000,93.52,99.63
echo_c600_r1,gns_r50_u50_64_600_echo_0_adaptive,gns,1,ok,0.9899,0.9949,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,59300,111400,152400,58300,77400,104700,160.99,179.74
echo_c600_r2,apex_rudp_r50_u50_64_600_echo_0_adaptive,apex_rudp,1,ok,0.9873,0.9922,1.0000,0.9844,1.0000,1.0000,1.0000,0.9951,0.9998,0.9902,52300,134400,166600,52100,109800,149300,99.60,123.21
echo_c600_r2,litenetlib_r50_u50_64_600_echo_0_adaptive,litenetlib,1,ok,0.9898,0.9949,0.9999,0.9898,1.0000,1.0000,1.0000,0.9949,1.0000,0.9899,65200,188200,539300,62700,76500,84100,90.81,157.63
echo_c600_r2,enet_r50_u50_64_600_echo_0_adaptive,enet,1,ok,0.9886,0.9939,1.0000,0.9877,1.0000,1.0000,1.0000,0.9947,1.0000,0.9893,52900,84500,127300,52200,64200,68900,93.87,99.84
echo_c600_r2,gns_r50_u50_64_600_echo_0_adaptive,gns,1,ok,0.9901,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9951,1.0000,0.9902,59200,112000,152100,58300,80700,109600,161.83,179.43
echo_c600_r3,apex_rudp_r50_u50_64_600_echo_0_adaptive,apex_rudp,1,ok,0.9901,0.9951,1.0000,0.9902,1.0000,1.0000,1.0000,0.9950,1.0000,0.9899,51600,64700,152200,51400,63300,67800,98.48,114.57
echo_c600_r3,litenetlib_r50_u50_64_600_echo_0_adaptive,litenetlib,1,ok,0.9900,0.9950,1.0000,0.9899,1.0000,1.0000,1.0000,0.9950,0.9999,0.9901,65000,187400,535500,62600,76300,83700,91.28,146.51
echo_c600_r3,enet_r50_u50_64_600_echo_0_adaptive,enet,1,ok,0.9882,0.9942,1.0000,0.9884,1.0000,1.0000,1.0000,0.9940,1.0000,0.9878,52800,84700,127300,52000,64000,68700,93.42,99.40
echo_c600_r3,gns_r50_u50_64_600_echo_0_adaptive,gns,1,ok,0.9898,0.9949,1.0000,0.9898,1.0000,1.0000,1.0000,0.9949,1.0000,0.9896,59300,111800,154100,58400,79000,106600,162.82,187.19
game_server_c128_r1,litenetlib_r1_u20_128_128_broadcast_0_adaptive,litenetlib,0,client_tick,0.9811,0.9904,1.0000,0.8513,1.0000,1.0000,1.0000,0.9906,1.0000,0.9900,141700,345300,474600,114000,190000,18446744055462001,58.59,131.97
game_server_c128_r2,litenetlib_r1_u20_128_128_broadcast_0_adaptive,litenetlib,0,client_tick,0.9817,0.9910,1.0000,0.8444,1.0000,1.0000,1.0000,0.9906,1.0000,0.9900,148300,346200,428700,115300,187600,237100,58.41,124.71
game_server_c128_r3,litenetlib_r1_u20_128_128_broadcast_0_adaptive,litenetlib,0,client_tick,0.9815,0.9907,1.0000,0.8417,1.0000,1.0000,1.0000,0.9907,1.0000,0.9902,148300,1269000,18446744056061128,114500,184800,219000,57.27,127.68
game_server_c64_r1,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,apex_rudp,1,ok,0.9813,0.9908,1.0000,0.9878,1.0000,1.0000,1.0000,0.9905,1.0000,0.9900,60400,89000,154900,63900,84600,103000,73.29,148.94
game_server_c64_r1,litenetlib_r1_u20_128_64_broadcast_0_adaptive,litenetlib,1,ok,0.9809,0.9901,1.0000,0.9896,1.0000,1.0000,1.0000,0.9907,1.0000,0.9902,78200,185400,217800,63100,76500,83200,23.68,63.13
game_server_c64_r1,enet_r1_u20_128_64_broadcast_0_adaptive,enet,1,ok,0.9310,0.9898,1.0000,0.9893,1.0000,1.0000,1.0000,0.9406,1.0000,0.9376,80000,157300,181500,54800,66400,73600,42.19,58.35
game_server_c64_r1,gns_r1_u20_128_64_broadcast_0_adaptive,gns,1,ok,0.9810,0.9908,1.0000,0.9904,1.0000,1.0000,1.0000,0.9901,1.0000,0.9896,101900,182700,225900,68400,102100,117600,164.16,192.79
game_server_c64_r2,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,apex_rudp,1,ok,0.9803,0.9897,1.0000,0.9867,1.0000,1.0000,1.0000,0.9905,1.0000,0.9900,61700,86400,153400,64300,89900,109600,74.67,151.38
game_server_c64_r2,litenetlib_r1_u20_128_64_broadcast_0_adaptive,litenetlib,1,ok,0.9817,0.9908,1.0000,0.9903,1.0000,1.0000,1.0000,0.9908,1.0000,0.9904,77700,190900,251400,62900,76200,83200,23.49,66.52
game_server_c64_r2,enet_r1_u20_128_64_broadcast_0_adaptive,enet,1,ok,0.9273,0.9892,1.0000,0.9886,1.0000,1.0000,1.0000,0.9374,1.0000,0.9343,122400,163700,357600,55200,66500,72700,42.28,54.07
game_server_c64_r2,gns_r1_u20_128_64_broadcast_0_adaptive,gns,1,ok,0.9811,0.9908,1.0000,0.9903,1.0000,1.0000,1.0000,0.9902,1.0000,0.9897,98800,176800,228100,68000,101100,117500,159.78,190.99
game_server_c64_r3,apex_rudp_r1_u20_128_64_broadcast_0_adaptive,apex_rudp,1,ok,0.9800,0.9893,1.0000,0.9863,1.0000,1.0000,1.0000,0.9906,1.0000,0.9901,60900,86600,151500,64100,88900,108900,73.90,150.25
game_server_c64_r3,litenetlib_r1_u20_128_64_broadcast_0_adaptive,litenetlib,1,ok,0.9814,0.9910,1.0000,0.9906,1.0000,1.0000,1.0000,0.9903,1.0000,0.9898,76200,166600,221400,62900,76300,83500,23.51,102.22
game_server_c64_r3,enet_r1_u20_128_64_broadcast_0_adaptive,enet,1,ok,0.9260,0.9885,1.0000,0.9879,1.0000,1.0000,1.0000,0.9368,1.0000,0.9336,65800,147400,201900,54800,65000,71400,42.48,76.01
game_server_c64_r3,gns_r1_u20_128_64_broadcast_0_adaptive,gns,1,ok,0.9798,0.9897,1.0000,0.9891,1.0000,1.0000,1.0000,0.9901,1.0000,0.9895,103000,182800,228400,69100,107300,128400,160.87,195.01
game_server_c96_r1,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,apex_rudp,1,ok,0.4597,0.9906,1.0000,0.9902,0.7329,1.0000,0.7194,0.6332,0.9961,0.6077,94600,143500,196700,6733000,11169000,11570000,134.54,200.19
game_server_c96_r1,litenetlib_r1_u20_128_96_broadcast_0_adaptive,litenetlib,1,ok,0.9809,0.9903,1.0000,0.9898,1.0000,1.0000,1.0000,0.9905,1.0000,0.9900,105200,243700,337600,79000,116400,136500,38.47,81.98
game_server_c96_r1,gns_r1_u20_128_96_broadcast_0_adaptive,gns,0,server_crash,0.4107,,,,,,,,,,5317000,8952000,10488000,5660000,9240000,10368000,,
game_server_c96_r2,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,apex_rudp,1,ok,0.4613,0.9905,1.0000,0.9900,0.7343,1.0000,0.7209,0.6342,0.9965,0.6088,95200,148600,206600,6773000,11150000,11547000,136.77,200.08
game_server_c96_r2,litenetlib_r1_u20_128_96_broadcast_0_adaptive,litenetlib,1,ok,0.9810,0.9904,1.0000,0.9899,1.0000,1.0000,1.0000,0.9905,1.0000,0.9901,103200,232100,317400,78800,113800,140200,38.71,125.92
game_server_c96_r2,gns_r1_u20_128_96_broadcast_0_adaptive,gns,0,server_crash,0.4088,,,,,,,,,,5333000,8981000,12030000,5677000,9336000,11851000,,
game_server_c96_r3,apex_rudp_r1_u20_128_96_broadcast_0_adaptive,apex_rudp,1,ok,0.4683,0.9910,1.0000,0.9905,0.7398,1.0000,0.7266,0.6387,0.9965,0.6139,88300,133100,155900,6764000,11043000,11425000,127.92,199.00
game_server_c96_r3,litenetlib_r1_u20_128_96_broadcast_0_adaptive,litenetlib,1,ok,0.9805,0.9899,1.0000,0.9893,1.0000,1.0000,1.0000,0.9905,1.0000,0.9901,103300,224500,396800,78100,113300,134600,38.26,89.05
game_server_c96_r3,gns_r1_u20_128_96_broadcast_0_adaptive,gns,1,ok,0.4175,0.8950,0.9500,0.8923,0.4900,0.5271,0.4880,0.9520,0.9455,0.9524,5469000,9374000,9478000,5567000,9093000,9369000,164.96,194.35
media_relay_c50_r1,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,apex_rudp,1,ok,0.9798,0.9897,,0.9864,1.0000,,1.0000,0.9900,,0.9900,0,0,0,57700,125600,200500,84.32,136.22
media_relay_c50_r1,litenetlib_r0_u30_1000_50_broadcast_0_adaptive,litenetlib,1,ok,0.9805,0.9906,,0.9906,1.0000,,1.0000,0.9899,,0.9899,0,0,0,68700,93200,186900,94.92,164.29
media_relay_c50_r1,enet_r0_u30_1000_50_broadcast_0_adaptive,enet,1,ok,0.9545,0.9900,,0.9900,1.0000,,1.0000,0.9642,,0.9642,0,0,0,56800,70700,75900,76.29,99.96
media_relay_c50_r1,gns_r0_u30_1000_50_broadcast_0_adaptive,gns,1,ok,0.1529,0.9888,,0.9888,0.1712,,0.1712,0.9035,,0.9035,0,0,0,2113000,2131000,2137000,85.16,100.85
media_relay_c50_r2,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,apex_rudp,1,ok,0.9798,0.9897,,0.9864,1.0000,,1.0000,0.9900,,0.9900,0,0,0,56500,69600,74600,82.65,149.15
media_relay_c50_r2,litenetlib_r0_u30_1000_50_broadcast_0_adaptive,litenetlib,1,ok,0.9798,0.9895,,0.9895,1.0000,,1.0000,0.9902,,0.9902,0,0,0,68500,87900,113700,93.11,162.16
media_relay_c50_r2,enet_r0_u30_1000_50_broadcast_0_adaptive,enet,1,ok,0.9267,0.9563,,0.9563,1.0000,,1.0000,0.9690,,0.9690,0,0,0,58700,171300,213900,78.15,100.00
media_relay_c50_r2,gns_r0_u30_1000_50_broadcast_0_adaptive,gns,1,ok,0.1529,0.9906,,0.9906,0.1709,,0.1709,0.9031,,0.9031,0,0,0,2118000,2228000,2291000,91.95,126.93
media_relay_c50_r3,apex_rudp_r0_u30_1000_50_broadcast_0_adaptive,apex_rudp,1,ok,0.9804,0.9902,,0.9869,1.0000,,1.0000,0.9901,,0.9901,0,0,0,56400,69500,74500,82.54,192.92
media_relay_c50_r3,litenetlib_r0_u30_1000_50_broadcast_0_adaptive,litenetlib,1,ok,0.9804,0.9903,,0.9903,1.0000,,1.0000,0.9899,,0.9899,0,0,0,68100,85800,94100,94.24,161.02
media_relay_c50_r3,enet_r0_u30_1000_50_broadcast_0_adaptive,enet,1,ok,0.9467,0.9879,,0.9879,1.0000,,1.0000,0.9583,,0.9583,0,0,0,56800,70900,78000,77.09,100.00
media_relay_c50_r3,gns_r0_u30_1000_50_broadcast_0_adaptive,gns,1,ok,0.1530,0.9906,,0.9906,0.1709,,0.1709,0.9039,,0.9039,0,0,0,2113000,2131000,2136000,85.26,126.35
media_relay_c75_r1,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,apex_rudp,0,client_tick,0.4819,0.9895,,0.9779,0.7949,,0.7949,0.6127,,0.6127,0,0,0,6315000,10261000,10654000,120.73,124.22
media_relay_c75_r1,litenetlib_r0_u30_1000_75_broadcast_0_adaptive,litenetlib,0,client_tick,0.2128,0.9754,,0.4577,1.0000,,1.0000,0.2182,,0.2182,0,0,0,3803000,18446744064288299,18446744064288299,63.13,170.24
media_relay_c75_r2,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,apex_rudp,1,ok,0.4822,0.9896,,0.9830,0.7984,,0.7984,0.6103,,0.6103,0,0,0,6293000,10211000,10600000,120.79,146.68
media_relay_c75_r2,litenetlib_r0_u30_1000_75_broadcast_0_adaptive,litenetlib,0,client_tick,0.0799,0.9395,,0.1139,1.0000,,1.0000,0.0850,,0.0850,0,0,0,815300,1870000,2142000,28.60,177.91
media_relay_c75_r3,apex_rudp_r0_u30_1000_75_broadcast_0_adaptive,apex_rudp,1,ok,0.4925,0.9895,,0.9812,0.8094,,0.8094,0.6150,,0.6150,0,0,0,6220000,10103000,10420000,120.56,141.20
media_relay_c75_r3,litenetlib_r0_u30_1000_75_broadcast_0_adaptive,litenetlib,1,ok,0.3075,0.9904,,0.9904,1.0000,,1.0000,0.3104,,0.3104,0,0,0,4042000,18446744073438801,18446744073438801,120.33,168.48
